,geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,Channel4_impression,Channel5_impression,Competitor_Discount,GQV,Geo_GDP,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Channel4_spend,Channel5_spend,conversions,revenue_per_conversion,population,geo_tier,Channel4_reach,Channel5_reach,Channel4_frequency,Channel5_frequency
1856,Geo19,10/2/2023,0,0,0,0,214862,0,0.9981649,-3.3931017,-0.58478093,0,0,0,0,1749.7294,0,2535384.5,0.019839158,126458.92,2,107205,0,2.0042162,0
1857,Geo19,10/9/2023,278838,0,0,283593,401469,99583,-0.9289166,0.10693693,1.4590642,2393.057,0,0,2201.8665,3269.364,780.5463,2439273,0.019873334,126458.92,2,121239,74617,3.311385,1.3345886
1858,Geo19,10/16/2023,0,92693,0,173379,0,65616,-0.87767714,-0.93676376,-0.26097643,0,919.1196,0,1346.1455,0,514.3079,1871792.9,0.019977745,126458.92,2,0,49547,0,1.3243183
1859,Geo19,10/23/2023,173232,57758,0,100418,212588,0,0.82422453,-0.47031394,0.45129588,1486.7201,572.71326,0,779.66327,1731.211,0,2621685,0.019938057,126458.92,2,93205,0,2.2808647,0
1860,Geo19,10/30/2023,87967,0,0,0,15369,127297,-1.1032715,-0.9771138,0.15024474,754.9547,0,0,0,125.1575,997.77277,2010894,0.020086214,126458.92,2,14081,70404,1.0914707,1.8080933
1861,Geo19,11/6/2023,0,0,0,64474,14484,0,-0.5568273,-0.8138608,0.5112535,0,0,0,500.58762,117.9505,0,1927052.1,0.019958558,126458.92,2,13821,0,1.0479705,0
1862,Geo19,11/13/2023,163974,0,0,191039,119469,0,0.6184799,-0.9482289,-1.2574879,1407.2656,0,0,1483.2609,972.8962,0,2573221.8,0.020045336,126458.92,2,75423,0,1.5839863,0
1863,Geo19,11/20/2023,176243,100165,0,388763,55631,0,0.5707004,-1.2827766,0.53421795,1512.5613,993.21,0,3018.4253,453.03122,0,2415107,0.019944731,126458.92,2,48154,0,1.1552727,0
1864,Geo19,11/27/2023,6833,27493,298100,41326,480653,157102,0.821937,-0.037293762,0.015164975,58.642506,272.6134,2602.0393,320.86243,3914.1992,1231.3888,2500181.5,0.020014567,126458.92,2,121521,102781,3.9553082,1.5285121
1865,Geo19,12/4/2023,272379,31537,39686,259718,118757,0,0.97988045,0.93754196,-1.763726,2337.6243,312.71265,346.40903,2016.4968,967.098,0,2154401,0.01994588,126458.92,2,76950,0,1.5433009,0
1866,Geo19,12/11/2023,0,0,98634,0,0,0,-1.395626,-0.43610758,0.50965375,0,0,860.9512,0,0,0,1649828.4,0.01996792,126458.92,2,0,0,0,0
1867,Geo19,12/18/2023,153445,0,0,0,272314,0,1.3075264,-2.5851765,-0.9846736,1316.9031,0,0,0,2217.59,0,2582808.5,0.020017223,126458.92,2,117033,0,2.3268137,0
1868,Geo19,12/25/2023,259065,339792,533468,457008,523214,263345,0.45329124,2.0785987,-0.022853643,2223.3604,3369.2888,4656.507,3548.2915,4260.795,2064.1372,2666310.2,0.019913519,126458.92,2,125574,106975,4.1665792,2.4617434
1869,Geo19,1/1/2024,299415,0,0,0,110254,113737,2.4141948,-0.88380206,-0.71488863,2569.654,0,0,0,897.8538,891.4874,3200916.5,0.020147383,126458.92,2,47961,72232,2.2988262,1.5746068
1870,Geo19,1/8/2024,0,0,0,0,0,0,-1.6663706,-0.21143818,-1.432485,0,0,0,0,0,0,1568950.4,0.020259097,126458.92,2,0,0,0,0
1871,Geo19,1/15/2024,0,0,0,0,34170,0,-0.25797898,-2.2365456,-0.025958419,0,0,0,0,278.2635,0,1984761.1,0.020103976,126458.92,2,27571,0,1.2393457,0
1872,Geo2,1/25/2021,471438,1313277,1255107,1682660,1253118,0,-1.1367093,0.93931067,-0.81465375,4045.9983,13022.112,10955.511,13064.472,10204.77,0,7723431,0.019982316,618623.75,3,568831,0,2.2029707,0
1873,Geo2,2/1/2021,1074852,0,1155835,1914191,432517,0,1.0438673,0.03665762,-0.23413648,9224.647,0,10088.991,14862.12,3522.2036,0,13782351,0.019866275,618623.75,3,267290,0,1.6181563,0
1874,Geo2,2/8/2021,480096,0,1353483,1216886,221323,499823,1.3089018,0.42902973,-1.5882082,4120.303,0,11814.21,9448.12,1802.3445,3917.6868,13351111,0.020085867,618623.75,3,195999,425338,1.1292048,1.1751195
1875,Geo2,2/15/2021,0,0,571577,868847,0,0,-2.9962022,-0.084923595,0.1165864,0,0,4989.1504,6745.883,0,0,5428064,0.01994848,618623.75,3,0,0,0,0
1876,Geo2,2/22/2021,2422613,63669,1010530,637947,7121,1017210,-1.45063,2.7994754,-1.238049,20791.469,631.3252,8820.66,4953.134,57.989887,7973.0425,7939333,0.020031266,618623.75,3,7031,478089,1.0128005,2.1276581
1877,Geo2,3/1/2021,598660,713672,1220084,418902,715102,144069,-0.021948934,0.4463387,0.87249887,5137.849,7076.5854,10649.804,3252.4297,5823.4355,1129.2341,12629809,0.019959928,618623.75,3,468851,108624,1.5252223,1.3263091
1878,Geo2,3/8/2021,0,691177,1094577,0,0,0,-0.5013085,-0.33739948,-0.2356784,0,6853.531,9554.285,0,0,0,11548350,0.01998369,618623.75,3,0,0,0,0
1879,Geo2,3/15/2021,1048868,0,227507,502226,192605,278064,0.3423384,-0.6352878,0.6560591,9001.646,0,1985.8508,3899.3723,1568.4794,2179.5068,11442466,0.019881083,618623.75,3,141565,234530,1.3605411,1.1856223
1880,Geo2,3/22/2021,0,0,0,1347352,0,0,-1.095783,1.7275758,-2.9202552,0,0,0,10461.081,0,0,6567088.5,0.02006945,618623.75,3,0,0,0,0
1881,Geo2,3/29/2021,252317,0,0,378963,0,0,0.96196127,-0.3571727,-2.4086447,2165.4473,0,0,2942.3362,0,0,9910532,0.020278504,618623.75,3,0,0,0,0
1882,Geo2,4/5/2021,0,0,0,0,0,0,-1.168881,0.43050352,-1.179548,0,0,0,0,0,0,6355208.5,0.02009007,618623.75,3,0,0,0,0
1883,Geo2,4/12/2021,0,0,1339349,935560,0,0,-1.723679,0.63635063,-0.6629467,0,0,11690.838,7263.8545,0,0,6003500,0.019959303,618623.75,3,0,0,0,0
1884,Geo2,4/19/2021,125571,0,1028102,320004,0,364062,-1.7550601,1.1756223,-0.3598529,1077.6815,0,8974.042,2484.568,0,2853.572,6940552,0.02008082,618623.75,3,0,280029,0,1.3000867
1885,Geo2,4/26/2021,0,0,0,0,385485,432038,-0.18465286,-1.0699568,-0.41602018,0,0,0,0,3139.1982,3386.3777,9892507,0.020002438,618623.75,3,351219,296956,1.097563,1.4548889
1886,Geo2,5/3/2021,1219419,0,2304710,1128600,2578114,429996,1.1624103,0.9293455,-0.711869,10465.357,0,20117.23,8762.652,20994.88,3370.3723,14055165,0.019960556,618623.75,3,597623,326359,4.313947,1.3175552
1887,Geo2,5/10/2021,504196,984279,1334335,1038157,0,0,-0.26122046,1.387196,-0.94362056,4327.1357,9759.854,11647.072,8060.436,0,0,9068737,0.019977538,618623.75,3,0,0,0,0
1888,Geo2,5/17/2021,1536928,687519,1075094,22860,144821,729437,0.38398576,-0.5342667,0.5261788,13190.298,6817.259,9384.223,177.4891,1179.3502,5717.435,12536064,0.019967979,618623.75,3,131533,419436,1.101024,1.7390901
1889,Geo2,5/24/2021,1397780,0,0,378383,0,0,-0.58576477,0.37991464,-2.881712,11996.096,0,0,2937.833,0,0,7497629.5,0.019896023,618623.75,3,0,0,0,0
1890,Geo2,5/31/2021,0,0,0,344757,0,0,-1.4734887,0.42262948,-1.6474293,0,0,0,2676.7546,0,0,6724833,0.019922987,618623.75,3,0,0,0,0
1891,Geo2,6/7/2021,0,0,180920,557844,0,12188,-0.8446553,0.32119176,-0.9371986,0,0,1579.2047,4331.2007,0,95.53135,9259972,0.020017281,618623.75,3,0,11884,0,1.0255806
1892,Geo2,6/14/2021,1403002,0,1727467,1176410,284461,400309,0.3748212,2.383016,-0.35331312,12040.912,0,15078.621,9133.857,2316.509,3137.6812,12298656,0.020061389,618623.75,3,209768,297095,1.3560743,1.3474108
1893,Geo2,6/21/2021,717314,0,756965,369878,0,516338,-0.54939973,-0.5548202,0.10311282,6156.167,0,6607.3555,2871.7988,0,4047.1338,9371179,0.020058015,618623.75,3,0,265492,0,1.9448345
1894,Geo2,6/28/2021,653624,0,0,1290128,1131619,760977,0.95873976,0.23678255,0.116873085,5609.5635,0,0,10016.784,9215.343,5964.6504,15066152,0.020032171,618623.75,3,479040,397707,2.3622642,1.9134111
1895,Geo2,7/5/2021,612351,0,360232,0,1668435,0,-0.51998425,-0.1568203,1.6312076,5255.3486,0,3144.3738,0,13586.906,0,10584875,0.020000165,618623.75,3,571691,0,2.918421,0
1896,Geo2,7/12/2021,1176790,738784,0,382726,1293758,1829747,-0.17016533,0.25307557,1.6314412,10099.504,7325.5894,0,2971.553,10535.722,14341.828,12637660,0.019995095,618623.75,3,590449,546297,2.1911426,3.349363
1897,Geo2,7/19/2021,0,0,0,490142,0,0,-1.5812705,-1.6725157,-0.412781,0,0,0,3805.5498,0,0,7965191,0.02014182,618623.75,3,0,0,0,0
1898,Geo2,7/26/2021,1320798,0,0,658322,789201,0,1.1687123,-1.5028043,0.21989435,11335.417,0,0,5111.3296,6426.861,0,13243583,0.019924596,618623.75,3,461994,0,1.7082494,0
1899,Geo2,8/2/2021,1622650,0,0,1163178,1239506,2206236,1.3465931,0.7999205,1.4566076,13925.986,0,0,9031.121,10093.921,17292.805,14222921,0.01987034,618623.75,3,525730,579330,2.3576856,3.8082545
1900,Geo2,8/9/2021,0,0,0,0,684530,0,0.6017143,-3.1168885,-0.5717501,0,0,0,0,5574.472,0,12745535,0.020175204,618623.75,3,410555,0,1.6673284,0
1901,Geo2,8/16/2021,0,0,805374,688554,455751,1427802,-0.61281025,-1.1767589,0.5064597,0,0,7029.9053,5346.056,3711.4097,11191.324,9779615,0.020026438,618623.75,3,316615,608605,1.4394486,2.346024
1902,Geo2,8/23/2021,446458,541854,0,672679,0,247996,-0.5992378,-0.7547538,1.134395,3831.6135,5372.883,0,5222.7993,0,1943.8293,10039033,0.019973896,618623.75,3,0,196554,0,1.2617195
1903,Geo2,8/30/2021,0,0,203560,375191,0,0,-0.7789198,-1.1080823,-1.4230015,0,0,1776.8236,2913.0498,0,0,7080349,0.020151159,618623.75,3,0,0,0,0
1904,Geo2,9/6/2021,0,0,18564,1072430,0,0,-0.18647021,-0.89442945,-0.85354877,0,0,162.04045,8326.537,0,0,9280083,0.019944312,618623.75,3,0,0,0,0
1905,Geo2,9/13/2021,1317805,933478,1530513,680307,1012898,526318,0.32556006,0.99706745,0.79162645,11309.73,9256.124,13359.46,5282.025,8248.538,4125.3584,11941408,0.020019691,618623.75,3,325399,491683,3.1127877,1.0704417
1906,Geo2,9/20/2021,818812,609179,281377,186020,2405919,125521,0.7331669,-0.44031766,0.5431299,7027.248,6040.46,2456.0686,1444.2925,19592.61,983.8522,12241210,0.02007763,618623.75,3,601489,112076,3.9999385,1.1199633
1907,Geo2,9/27/2021,2734010,1863480,1152982,580348,624859,1409880,0.2382493,-0.32093757,1.9432988,23463.953,18477.781,10064.087,4505.9253,5088.5415,11050.848,13929474,0.020038677,618623.75,3,355725,576023,1.7565788,2.4476106
1908,Geo2,10/4/2021,845358,0,0,0,387297,0,-2.583039,-0.60667413,1.3612795,7255.0723,0,0,0,3153.9543,0,7189715.5,0.020103514,618623.75,3,311350,0,1.2439281,0
1909,Geo2,10/11/2021,1253086,0,0,0,976742,96392,1.9905336,-2.9651284,1.9659754,10754.296,0,0,0,7954.1016,755.5347,15803087,0.02006557,618623.75,3,487455,84937,2.0037582,1.1348647
1910,Geo2,10/18/2021,323232,0,0,284757,685060,404987,-0.17005762,-2.2189713,1.3925897,2774.0576,0,0,2210.904,5578.7886,3174.348,12332704,0.019899143,618623.75,3,434523,264300,1.5765793,1.5323005
1911,Geo2,10/25/2021,434153,0,684811,876844,1209735,0,0.05243425,0.009787738,-0.39872015,3726.009,0,5977.5415,6807.973,9851.481,0,11213059,0.019856665,618623.75,3,593269,0,2.0391004,0
1912,Geo2,11/1/2021,1214649,0,0,846719,1333382,0,0.6030811,-0.32071757,-0.12974292,10424.42,0,0,6574.0776,10858.401,0,12504577,0.020056373,618623.75,3,540253,0,2.4680696,0
1913,Geo2,11/8/2021,0,0,0,573346,0,50457,0.7705881,-1.2850987,-0.080805406,0,0,0,4451.5605,0,395.48944,12391637,0.020127213,618623.75,3,0,46346,0,1.0887023
1914,Geo2,11/15/2021,669629,435730,1179414,150847,598481,647494,0.110348225,-0.19911635,0.61782426,5746.9224,4320.585,10294.806,1171.203,4873.732,5075.154,11768346,0.020106956,618623.75,3,461019,483059,1.29817,1.3404036
1915,Geo2,11/22/2021,0,0,1366446,353251,790235,0,0.14254326,0.56178087,-0.9113135,0,0,11927.361,2742.7039,6435.281,0,10074665,0.020101814,618623.75,3,418260,0,1.8893392,0
1916,Geo2,11/29/2021,248947,183418,1844782,1377143,0,646432,-1.2478838,2.1490576,-0.8088307,2136.525,1818.725,16102.634,10692.384,0,5066.83,8205765,0.019882366,618623.75,3,0,466733,0,1.3850145
1917,Geo2,12/6/2021,0,0,0,161419,1812074,462638,-0.041104674,-1.997474,2.4457474,0,0,0,1253.2859,14756.63,3626.2253,13225035,0.020191304,618623.75,3,543030,289670,3.3369684,1.5971209
1918,Geo2,12/13/2021,983643,0,311823,526600,0,1924479,0.8048074,-1.0883341,0.97062826,8441.869,0,2721.824,4088.6162,0,15084.351,13623278,0.020037383,618623.75,3,0,592305,0,3.2491353
1919,Geo2,12/20/2021,1341016,0,351706,477947,1541739,908309,1.5548573,0.2134766,0.19321427,11508.933,0,3069.9524,3710.8657,12555.156,7119.4604,15566299,0.020064676,618623.75,3,514887,613299,2.994325,1.4810215
1920,Geo2,12/27/2021,0,135067,216639,0,0,582388,-3.152998,-0.783319,1.3374162,0,1339.2892,1890.9868,0,0,4564.8433,5088633.5,0.020115728,618623.75,3,0,387857,0,1.5015534
1921,Geo2,1/3/2022,0,0,0,703386,0,0,-0.8484142,-0.4107331,-1.5165843,0,0,0,5461.2144,0,0,7314333,0.020053133,618623.75,3,0,0,0,0
1922,Geo2,1/10/2022,905282,0,34145,18899,358590,0,-0.9762768,0.113729715,0.9953878,7769.3555,0,298.04303,146.7352,2920.1787,0,11020250,0.019955682,618623.75,3,323906,0,1.1070805,0
1923,Geo2,1/17/2022,548940,0,0,261843,0,0,-0.07219231,-0.36945283,-0.35082552,4711.1396,0,0,2032.9957,0,0,8594317,0.020038662,618623.75,3,0,0,0,0
1924,Geo2,1/24/2022,1204260,0,265198,963041,0,0,-0.15134689,0.33281988,-0.9637126,10335.259,0,2314.846,7477.222,0,0,8472293,0.019930232,618623.75,3,0,0,0,0
1925,Geo2,1/31/2022,54847,0,0,1616412,262495,204362,-0.5875782,-0.2685455,-0.439833,470.7106,0,0,12550.111,2137.6287,1601.8196,9275459,0.020037886,618623.75,3,215116,177623,1.2202486,1.150538
1926,Geo2,2/7/2022,988247,484284,431474,0,1062230,102056,1.6788857,0.75264704,-1.6089194,8481.382,4802.034,3766.2273,0,8650.273,799.93005,12107585,0.020212127,618623.75,3,424714,97071,2.5010478,1.0513542
1927,Geo2,2/14/2022,22233,0,0,0,390005,371613,-1.1463199,0.56568575,-1.0607514,190.80914,0,0,0,3176.007,2912.7578,9017177,0.020049721,618623.75,3,303800,289258,1.2837558,1.2847112
1928,Geo2,2/21/2022,784769,1059312,0,0,921577,687631,1.2385732,-0.38638234,-0.96803606,6735.0825,10503.861,0,0,7504.865,5389.7534,11681945,0.020010216,618623.75,3,528268,439874,1.7445256,1.5632454
1929,Geo2,2/28/2022,804829,910928,354493,217889,115010,0,-0.31135356,0.9414572,-1.1404238,6907.2427,9032.524,3094.2795,1691.729,936.5843,0,10753896,0.020198401,618623.75,3,110956,0,1.036537,0
1930,Geo2,3/7/2022,686310,0,0,550873,0,98855,0.24101028,-0.45705914,-1.9322214,5890.083,0,0,4277.076,0,774.84015,9305939,0.019944327,618623.75,3,0,94924,0,1.0414121
1931,Geo2,3/14/2022,1483028,34760,0,452321,0,250570,-0.8200077,-0.41993052,-0.90438163,12727.715,344.67108,0,3511.901,0,1964.0048,9148980,0.01998244,618623.75,3,0,231569,0,1.0820533
1932,Geo2,3/21/2022,1140228,0,1780294,0,0,0,0.09652233,0.9151615,-2.3496242,9785.72,0,15539.735,0,0,0,10265057,0.019893317,618623.75,3,0,0,0,0
1933,Geo2,3/28/2022,2003344,0,353784,603878,203073,0,0.0581941,-0.83254683,-0.34848058,17193.195,0,3088.0908,4688.6167,1653.7256,0,12250497,0.019849615,618623.75,3,191096,0,1.0626754,0
1934,Geo2,4/4/2022,316694,83531,1147284,382117,0,0,0.09503473,0.39473975,-1.9634613,2717.9468,828.2716,10014.351,2966.8245,0,0,9696488,0.020120569,618623.75,3,0,0,0,0
1935,Geo2,4/11/2022,0,0,0,0,0,0,-0.7720031,-0.7542781,-0.6092182,0,0,0,0,0,0,8389239,0.020002622,618623.75,3,0,0,0,0
1936,Geo2,4/18/2022,2726992,371817,637064,1428282,1319224,1034318,1.1403693,0.44379354,-0.20375028,23403.725,3686.8403,5560.77,11089.436,10743.105,8107.1377,13629326,0.019968146,618623.75,3,547603,479955,2.4090884,2.1550312
1937,Geo2,4/25/2022,1672403,1945739,2524572,715036,2502460,2062651,1.3525093,2.5490317,0.99366146,14352.978,19293.44,22036.348,5551.667,20378.79,16167.364,15358473,0.020116515,618623.75,3,612791,571462,4.083709,3.6094282
1938,Geo2,5/2/2022,0,0,0,429646,0,0,-0.99901134,-0.3549549,-0.35364884,0,0,0,3335.8481,0,0,9748144,0.020019893,618623.75,3,0,0,0,0
1939,Geo2,5/9/2022,365308,0,0,63216,0,0,-0.09492728,-0.26633012,0.020516694,3135.164,0,0,490.82028,0,0,9407893,0.020121546,618623.75,3,0,0,0,0
1940,Geo2,5/16/2022,440575,0,0,0,1254192,1161055,0.7549143,-1.6907603,0.43482593,3781.1243,0,0,0,10213.517,9100.521,12881056,0.020016747,618623.75,3,561522,428295,2.2335582,2.710877
1941,Geo2,5/23/2022,863460,0,805839,1966842,465816,470412,1.3715166,1.1375461,-1.0469795,7410.4287,0,7033.9644,15270.912,3793.374,3687.159,14688007,0.019881744,618623.75,3,351457,353827,1.3253855,1.3294972
1942,Geo2,5/30/2022,64074,0,1559028,0,0,0,0.593344,-0.27386767,-2.3446605,549.899,0,13608.36,0,0,0,10482445,0.01993986,618623.75,3,0,0,0,0
1943,Geo2,6/6/2022,397698,486532,65279,499646,1030152,320298,0.44090366,0.004543737,-0.3061974,3413.1433,4824.3247,569.80383,3879.3406,8389.046,2510.5432,11108814,0.019961886,618623.75,3,565727,216391,1.8209349,1.4801817
1944,Geo2,6/13/2022,0,0,591821,1247685,475018,0,0.12744446,-0.97418755,0.105105504,0,0,5165.8555,9687.249,3868.3105,0,12203440,0.020066667,618623.75,3,201125,0,2.361805,0
1945,Geo2,6/20/2022,1413925,0,343909,646218,932091,599459,1.231926,0.6291925,-0.46086714,12134.656,0,3001.8945,5017.352,7590.486,4698.6484,13524248,0.020196782,618623.75,3,451595,273276,2.0639975,2.1936028
1946,Geo2,6/27/2022,0,0,1083644,443483,503057,0,-1.0183183,-0.7025028,0.5373172,0,0,9458.854,3443.281,4096.6465,0,8320697,0.020097965,618623.75,3,319783,0,1.5731199,0
1947,Geo2,7/4/2022,1450324,0,0,831096,0,0,-1.0125571,-0.34078753,-1.8937109,12447.041,0,0,6452.7773,0,0,5542304,0.020028038,618623.75,3,0,0,0,0
1948,Geo2,7/11/2022,1012962,0,0,0,0,0,-1.7232424,-0.6757527,-1.8985128,8693.492,0,0,0,0,0,5758462.5,0.020013561,618623.75,3,0,0,0,0
1949,Geo2,7/18/2022,0,384137,0,146208,0,0,-1.0367148,0.4720847,-0.7464746,0,3809.0022,0,1135.185,0,0,8288874,0.020022506,618623.75,3,0,0,0,0
1950,Geo2,7/25/2022,1813544,0,0,1043694,2810676,1068485,2.2287564,-1.7008009,1.0389543,15564.286,0,0,8103.4263,22888.748,8374.943,16676328,0.019991897,618623.75,3,616357,574042,4.560143,1.8613359
1951,Geo2,8/1/2022,500846,0,0,529553,273596,0,-1.2426122,-1.1531215,0.17468995,4298.385,0,0,4111.544,2228.03,0,9207738,0.020100899,618623.75,3,222347,0,1.230491,0
1952,Geo2,8/8/2022,0,0,0,0,0,13922,0.27031153,-2.1959481,-0.56931365,0,0,0,0,0,109.122696,10439732,0.020059403,618623.75,3,0,13728,0,1.0141317
1953,Geo2,8/15/2022,0,0,0,0,636345,0,-0.57642436,-1.8678252,0.106064826,0,0,0,0,5182.0776,0,9820632,0.019922266,618623.75,3,441863,0,1.440141,0
1954,Geo2,8/22/2022,1434599,0,0,582326,44312,593497,1.9947588,-1.0109403,0.2072925,12312.085,0,0,4521.283,360.85492,4651.9175,13936652,0.019994706,618623.75,3,41284,428333,1.0733457,1.3855972
1955,Geo2,8/29/2022,846142,46063,768970,0,931807,1778244,-1.3309497,-0.24618435,2.7093606,7261.801,456.7487,6712.144,0,7588.1733,13938.14,10248097,0.019836549,618623.75,3,432443,625895,2.154751,2.841122
1956,Geo2,9/5/2022,1494764,686192,0,0,0,922342,-0.803884,0.04065059,0.98805153,12828.436,6804.101,0,0,0,7229.453,9310159,0.019944694,618623.75,3,0,342003,0,2.6968827
1957,Geo2,9/12/2022,643060,0,1349709,484841,2814068,2782500,2.2985384,-0.20204377,2.1583838,5518.901,0,11781.268,3764.392,22916.371,21809.648,18014060,0.019977361,618623.75,3,613356,615619,4.5879846,4.519841
1958,Geo2,9/19/2022,2033308,615524,604410,1086987,1658732,2194066,1.3100293,0.049812555,1.5141494,17450.354,6103.3755,5275.7417,8439.561,13507.889,17197.414,16434409,0.019898612,618623.75,3,578070,585675,2.869431,3.7462177
1959,Geo2,9/26/2022,1398170,0,955585,1359056,144893,307459,-0.6230444,-0.7299838,1.0727117,11999.443,0,8341.059,10551.953,1179.9366,2409.9092,11453844,0.01977896,618623.75,3,111211,256540,1.3028657,1.1984837
1960,Geo2,10/3/2022,1177146,0,0,0,0,0,0.76527345,-1.6783803,-0.33312643,10102.56,0,0,0,0,0,11819205,0.020116692,618623.75,3,0,0,0,0
1961,Geo2,10/10/2022,2910481,410857,1058637,1046426,2713752,1806226,2.5106118,0.050184727,1.9618638,24978.473,4073.9507,9240.574,8124.638,22099.447,14157.467,17758190,0.020128883,618623.75,3,602070,534275,4.5073695,3.3807046
1962,Geo2,10/17/2022,263334,250494,546856,0,0,450325,-0.6376809,-1.0792855,0.14485666,2259.998,2483.8333,4773.3677,0,0,3529.714,9215255,0.019791337,618623.75,3,0,371745,0,1.2113814
1963,Geo2,10/24/2022,1325192,345814,483932,772525,1137200,1066650,0.011852801,0.7946485,0.32376698,11373.127,3429.0015,4224.1196,5998.022,9260.792,8360.561,12133896,0.020028709,618623.75,3,469880,592105,2.4201925,1.8014542
1964,Geo2,10/31/2022,0,0,0,1063197,456718,289927,-0.20355213,-2.5214138,1.1509072,0,0,0,8254.851,3719.2844,2272.4907,11509644,0.019956842,618623.75,3,368234,255607,1.2402929,1.1342686
1965,Geo2,11/7/2022,762661,0,1240098,1443837,2660459,1998271,0.24485618,-0.53304166,0.99836385,6545.3467,0,10824.501,11210.208,21665.455,15662.744,12740159,0.01993947,618623.75,3,613515,600156,4.3364205,3.329586
1966,Geo2,11/14/2022,1904144,0,0,1246155,2259294,1376090,1.6045527,-0.27567914,-0.13355523,16341.837,0,0,9675.37,18398.568,10785.997,15688589,0.0198676,618623.75,3,636455,515729,3.5498095,2.6682425
1967,Geo2,11/21/2022,1014924,0,49890,0,828102,356578,0.25928962,0.92031586,-0.18960488,8710.33,0,435.47714,0,6743.6514,2794.9111,10252318,0.019987848,618623.75,3,474279,242025,1.7460229,1.4733106
1968,Geo2,11/28/2022,1077034,64764,618170,459462,1430482,1598848,0.6384227,-0.7687669,1.0240588,9243.374,642.1829,5395.849,3567.345,11649.135,12532.007,12925159,0.019916398,618623.75,3,539485,591690,2.6515696,2.7021718
1969,Geo2,12/5/2022,0,0,254911,0,0,0,-1.6691422,-0.0489496,-1.717688,0,0,2225.0535,0,0,0,5757193.5,0.020030351,618623.75,3,0,0,0,0
1970,Geo2,12/12/2022,0,0,0,978007,1515030,4570,1.1203827,-1.3737206,0.038130343,0,0,0,7593.4204,12337.652,35.820335,13342239,0.019949187,618623.75,3,480234,4570,3.1547747,1
1971,Geo2,12/19/2022,0,0,0,0,269575,307946,-0.28973764,-2.03881,1.0843011,0,0,0,0,2195.2847,2413.7263,11340550,0.019911774,618623.75,3,305464,223847,0.8825099,1.3756986
1972,Geo2,12/26/2022,519683,0,0,73928,1893357,624339,-0.5645094,-0.48966047,1.1457177,4460.0483,0,0,573.9902,15418.559,4893.6616,10189717,0.019971015,618623.75,3,580860,365661,3.2595754,1.7074257
1973,Geo2,1/2/2023,1510978,124220,135066,49774,1028759,0,0.8154999,-0.8078864,-0.35551864,12967.589,1231.7332,1178.9569,386.45422,8377.702,0,11759549,0.020187082,618623.75,3,405241,0,2.538635,0
1974,Geo2,1/9/2023,195842,0,825350,1272288,842512,1010055,-0.071375236,-0.8006752,1.7124918,1680.7648,0,7204.271,9878.271,6860.999,7916.9604,13566132,0.019864814,618623.75,3,365895,451025,2.3026059,2.2394657
1975,Geo2,1/16/2023,2673296,1843294,2477165,1695946,365894,451260,-1.2917722,2.5620298,1.2814983,22942.893,18277.621,21622.547,13167.627,2979.659,3537.0427,9188198,0.01992807,618623.75,3,344180,298417,1.0630891,1.5121793
1976,Geo2,1/23/2023,579752,0,690676,732907,0,1154087,-1.4320078,0.83856857,0.8182292,4975.576,0,6028.7354,5690.4204,0,9045.905,9315122,0.019953512,618623.75,3,0,410528,0,2.8112261
1977,Geo2,1/30/2023,997786,370913,446420,879495,495985,0,-1.5259249,2.1754782,0.13807511,8563.248,3677.8765,3896.687,6828.556,4039.0554,0,8820128,0.020178152,618623.75,3,337135,0,1.4711763,0
1978,Geo2,2/6/2023,1340619,0,0,882875,0,0,0.37075317,-0.21966892,-0.37787765,11505.526,0,0,6854.799,0,0,11311799,0.020040173,618623.75,3,0,0,0,0
1979,Geo2,2/13/2023,0,0,97106,0,680016,80619,-0.76014066,0.26043996,-1.3476999,0,0,847.61365,0,5537.7124,631.9037,8185540,0.02006238,618623.75,3,408768,80545,1.6635745,1.0009187
1980,Geo2,2/20/2023,1215818,609600,1501904,841819,663975,1597758,-0.024005324,2.2390742,-0.023909688,10434.452,6044.6343,13109.739,6536.033,5407.0825,12523.464,11900560,0.019912146,618623.75,3,350386,633164,1.8949815,2.5234504
1981,Geo2,2/27/2023,1194748,0,0,0,0,0,2.4136503,-0.55812037,-2.9367847,10253.624,0,0,0,0,0,13529077,0.020010205,618623.75,3,0,0,0,0
1982,Geo2,3/6/2023,117826,0,0,81204,0,0,-1.3596689,0.58876824,-1.816427,1011.21204,0,0,630.4823,0,0,7144462.5,0.020215388,618623.75,3,0,0,0,0
1983,Geo2,3/13/2023,834519,272062,1295319,754824,0,545915,-0.50575584,3.3080075,-1.0049343,7162.0493,2697.6958,11306.511,5860.588,0,4278.9624,9995440,0.020066826,618623.75,3,0,306311,0,1.7822247
1984,Geo2,3/20/2023,2332649,1402317,1889488,1383425,2078557,2422327,1.5257033,2.4415708,0.8354821,20019.373,13905.009,16492.861,10741.158,16926.736,18986.559,14756570,0.020103741,618623.75,3,559403,616846,3.71567,3.926956
1985,Geo2,3/27/2023,0,0,0,328682,0,0,1.3655658,-1.1976138,-0.83212626,0,0,0,2551.9458,0,0,13032702,0.019937832,618623.75,3,0,0,0,0
